    energy(eV)      sigma_t(b)
    1.300610e+07    1.591950e+00
    1.304330e+07    1.571000e+00
    1.307700e+07    1.569750e+00
    1.315800e+07    1.591040e+00
    1.317840e+07    1.594900e+00
    1.322450e+07    1.589820e+00
    1.327970e+07    1.578980e+00
    1.333000e+07    1.582360e+00
    1.345540e+07    1.599190e+00
    1.360720e+07    1.612130e+00
    1.364120e+07    1.618960e+00
    1.373300e+07    1.650730e+00
    1.377290e+07    1.657330e+00
    1.384110e+07    1.648530e+00
    1.396040e+07    1.615730e+00
    1.402290e+07    1.608403e+00
    1.420000e+07    1.616050e+00
    1.431170e+07    1.627212e+00
    1.440800e+07    1.642721e+00
    1.461127e+07    1.686297e+00
    1.481741e+07    1.730487e+00
    1.486160e+07    1.739960e+00
    1.500250e+07    1.762810e+00
    1.509710e+07    1.743384e+00
    1.528630e+07    1.626778e+00
    1.538090e+07    1.603930e+00
    1.550000e+07    1.621438e+00
    1.563420e+07    1.643134e+00
    1.571870e+07    1.645939e+00
    1.578620e+07    1.638713e+00
    1.585380e+07    1.624616e+00
    1.592130e+07    1.604482e+00
    1.598890e+07    1.579142e+00
    1.608800e+07    1.566191e+00
    1.611330e+07    1.567153e+00
    1.631600e+07    1.603871e+00
    1.638360e+07    1.608426e+00
    1.646380e+07    1.598474e+00
    1.662430e+07    1.557680e+00
    1.670450e+07    1.553624e+00
    1.676570e+07    1.561607e+00
    1.682690e+07    1.573268e+00
    1.688810e+07    1.588637e+00
    1.705280e+07    1.637411e+00
    1.715630e+07    1.656006e+00
    1.725970e+07    1.664409e+00
    1.736320e+07    1.663530e+00
    1.760816e+07    1.648194e+00
    1.785658e+07    1.632642e+00
    1.786990e+07    1.631808e+00
    1.800000e+07    1.617180e+00
    1.816120e+07    1.595616e+00
    1.825840e+07    1.592636e+00
    1.847370e+07    1.603729e+00
    1.858140e+07    1.615239e+00
    1.868910e+07    1.634309e+00
    1.886640e+07    1.671989e+00
    1.895510e+07    1.683990e+00
    1.904380e+07    1.686313e+00
    1.920840e+07    1.674189e+00
    1.947940e+07    1.647734e+00
    1.953780e+07    1.642032e+00
    1.977430e+07    1.637182e+00
    1.984600e+07    1.636226e+00
    1.991780e+07    1.636705e+00
    2.000000e+07    1.640940e+00
    2.000000e+07    1.660200e+00
    2.028216e+07    1.659819e+00
    2.056831e+07    1.659433e+00
    2.085849e+07    1.659041e+00
    2.115277e+07    1.658644e+00
    2.145119e+07    1.658241e+00
    2.175383e+07    1.657832e+00
    2.200000e+07    1.657500e+00
    2.231038e+07    1.656088e+00
    2.262514e+07    1.654656e+00
    2.294434e+07    1.653203e+00
    2.326804e+07    1.651730e+00
    2.359631e+07    1.650237e+00
    2.392921e+07    1.648722e+00
    2.400000e+07    1.648400e+00
    2.433860e+07    1.645827e+00
    2.468197e+07    1.643217e+00
    2.503019e+07    1.640571e+00
    2.538332e+07    1.637887e+00
    2.574143e+07    1.635165e+00
    2.600000e+07    1.633200e+00
    2.636681e+07    1.629422e+00
    2.673880e+07    1.625590e+00
    2.711604e+07    1.621705e+00
    2.749860e+07    1.617764e+00
    2.788655e+07    1.613769e+00
    2.800000e+07    1.612600e+00
    2.839503e+07    1.607623e+00
    2.879563e+07    1.602575e+00
    2.920189e+07    1.597456e+00
    2.961387e+07    1.592265e+00
    3.000000e+07    1.587400e+00
    3.042325e+07    1.581199e+00
    3.085246e+07    1.574911e+00
    3.128774e+07    1.568535e+00
    3.172915e+07    1.562068e+00
    3.200000e+07    1.558100e+00
    3.245146e+07    1.550459e+00
    3.290929e+07    1.542710e+00
    3.337359e+07    1.534852e+00
    3.384443e+07    1.526883e+00
    3.432191e+07    1.518802e+00
    3.480613e+07    1.510606e+00
    3.529718e+07    1.502295e+00
    3.579516e+07    1.493867e+00
    3.600000e+07    1.490400e+00
    3.650790e+07    1.476611e+00
    3.702296e+07    1.462627e+00
    3.754528e+07    1.448446e+00
    3.800000e+07    1.436100e+00
    3.853611e+07    1.427844e+00
    3.907979e+07    1.419471e+00
    3.963113e+07    1.410981e+00
    4.000000e+07    1.405300e+00
    4.056433e+07    1.395509e+00
    4.113662e+07    1.385580e+00
    4.171698e+07    1.375510e+00
    4.200000e+07    1.370600e+00
    4.259254e+07    1.359223e+00
    4.319345e+07    1.347686e+00
    4.380283e+07    1.335986e+00
    4.400000e+07    1.332200e+00
    4.462076e+07    1.319257e+00
    4.525028e+07    1.306132e+00
    4.588868e+07    1.292821e+00
    4.653609e+07    1.279323e+00
    4.719263e+07    1.265634e+00
    4.785843e+07    1.251752e+00
    4.800000e+07    1.248800e+00
    4.867719e+07    1.236509e+00
    4.936394e+07    1.224044e+00
    5.000000e+07    1.212500e+00
    5.070541e+07    1.202074e+00
    5.142077e+07    1.191501e+00
    5.214623e+07    1.180779e+00
    5.288192e+07    1.169905e+00
    5.362798e+07    1.158878e+00
    5.438458e+07    1.147696e+00
    5.500000e+07    1.138600e+00
    5.577595e+07    1.124307e+00
    5.656285e+07    1.109812e+00
    5.736085e+07    1.095113e+00
    5.817011e+07    1.080207e+00
    5.899078e+07    1.065090e+00
    5.982304e+07    1.049760e+00
    6.000000e+07    1.046500e+00
    6.084649e+07    1.033010e+00
    6.170493e+07    1.019330e+00
    6.257547e+07    1.005457e+00
    6.345830e+07    9.913885e-01
    6.435358e+07    9.771213e-01
    6.500000e+07    9.668200e-01
    6.591703e+07    9.549169e-01
    6.684700e+07    9.428459e-01
    6.779009e+07    9.306046e-01
    6.874649e+07    9.181905e-01
    6.971638e+07    9.056014e-01
    7.000000e+07    9.019200e-01
    7.098757e+07    8.920028e-01
    7.198908e+07    8.819457e-01
    7.300472e+07    8.717466e-01
    7.403468e+07    8.614037e-01
    7.507918e+07    8.509149e-01
    7.613841e+07    8.402781e-01
    7.721259e+07    8.294912e-01
    7.830192e+07    8.185521e-01
    7.940662e+07    8.074588e-01
    8.000000e+07    8.015000e-01
    8.112866e+07    7.917631e-01
    8.227324e+07    7.818888e-01
    8.343396e+07    7.718752e-01
    8.461107e+07    7.617203e-01
    8.580478e+07    7.514222e-01
    8.701533e+07    7.409788e-01
    8.824296e+07    7.303880e-01
    8.948791e+07    7.196478e-01
    9.000000e+07    7.152300e-01
    9.126974e+07    7.050340e-01
    9.255739e+07    6.946942e-01
    9.386321e+07    6.842084e-01
    9.518745e+07    6.735748e-01
    9.653037e+07    6.627911e-01
    9.789224e+07    6.518553e-01
    9.927333e+07    6.407652e-01
    1.000000e+08    6.349300e-01
    1.014108e+08    6.273214e-01
    1.028415e+08    6.196056e-01
    1.042925e+08    6.117808e-01
    1.057638e+08    6.038457e-01
    1.072560e+08    5.957986e-01
    1.087692e+08    5.876379e-01
    1.100000e+08    5.810000e-01
    1.115519e+08    5.739109e-01
    1.131257e+08    5.667218e-01
    1.147217e+08    5.594313e-01
    1.163402e+08    5.520379e-01
    1.179816e+08    5.445402e-01
    1.196461e+08    5.369367e-01
    1.200000e+08    5.353200e-01
    1.216930e+08    5.283889e-01
    1.234099e+08    5.213601e-01
    1.251509e+08    5.142320e-01
    1.269166e+08    5.070034e-01
    1.287072e+08    4.996729e-01
    1.305230e+08    4.922389e-01
    1.323644e+08    4.847000e-01
    1.342319e+08    4.770548e-01
    1.361256e+08    4.693017e-01
    1.380461e+08    4.614392e-01
    1.399937e+08    4.534658e-01
    1.400000e+08    4.534400e-01
    1.419751e+08    4.510264e-01
    1.439782e+08    4.485787e-01
    1.460094e+08    4.460965e-01
    1.480694e+08    4.435792e-01
    1.500000e+08    4.412200e-01
    1.500000e+08    4.545230e-01
    1.521162e+08    4.509730e-01
    1.542623e+08    4.473730e-01
    1.564387e+08    4.437221e-01
    1.580000e+08    4.411030e-01
    1.602291e+08    4.380621e-01
    1.624896e+08    4.349782e-01
    1.647821e+08    4.318509e-01
    1.671069e+08    4.286794e-01
    1.680000e+08    4.274610e-01
    1.703702e+08    4.248988e-01
    1.727738e+08    4.223005e-01
    1.752113e+08    4.196656e-01
    1.776832e+08    4.169934e-01
    1.780000e+08    4.166510e-01
    1.805113e+08    4.145577e-01
    1.830579e+08    4.124348e-01
    1.856406e+08    4.102820e-01
    1.882596e+08    4.080988e-01
    1.900000e+08    4.066480e-01
    1.926806e+08    4.049413e-01
    1.953989e+08    4.032105e-01
    1.981557e+08    4.014553e-01
    2.000000e+08    4.002810e-01
