    energy(eV)      sigma_s(b)
    1.102890e+07    1.113848e+00
    1.107450e+07    1.168080e+00
    1.112010e+07    1.211761e+00
    1.116580e+07    1.219191e+00
    1.120000e+07    1.200617e+00
    1.121770e+07    1.194784e+00
    1.126960e+07    1.170976e+00
    1.132160e+07    1.149541e+00
    1.137350e+07    1.139685e+00
    1.140000e+07    1.148883e+00
    1.142920e+07    1.154896e+00
    1.154070e+07    1.223937e+00
    1.159650e+07    1.230087e+00
    1.166990e+07    1.206097e+00
    1.170670e+07    1.189445e+00
    1.174340e+07    1.166788e+00
    1.175610e+07    1.170051e+00
    1.177800e+07    1.201158e+00
    1.177850e+07    1.195924e+00
    1.180000e+07    1.181658e+00
    1.184350e+07    1.145170e+00
    1.190000e+07    1.103112e+00
    1.194230e+07    1.087436e+00
    1.199170e+07    1.084368e+00
    1.200280e+07    1.053243e+00
    1.204670e+07    1.019704e+00
    1.210000e+07    9.617543e-01
    1.213460e+07    9.260641e-01
    1.218000e+07    9.043018e-01
    1.225000e+07    8.980058e-01
    1.230000e+07    8.855210e-01
    1.241000e+07    8.623367e-01
    1.245000e+07    8.554035e-01
    1.250000e+07    8.517416e-01
    1.258330e+07    8.565997e-01
    1.270000e+07    8.692473e-01
    1.274770e+07    8.934004e-01
    1.284560e+07    9.904898e-01
    1.289460e+07    1.017304e+00
    1.293180e+07    1.012586e+00
    1.300610e+07    9.738743e-01
    1.304330e+07    9.625136e-01
    1.307700e+07    9.662118e-01
    1.314460e+07    9.867969e-01
    1.317840e+07    9.935805e-01
    1.321220e+07    9.920350e-01
    1.327970e+07    9.770381e-01
    1.331350e+07    9.748148e-01
    1.338440e+07    9.748674e-01
    1.352630e+07    9.679779e-01
    1.359730e+07    9.655798e-01
    1.360690e+07    9.658113e-01
    1.364120e+07    9.656953e-01
    1.373300e+07    9.790010e-01
    1.377290e+07    9.792684e-01
    1.384110e+07    9.598778e-01
    1.396040e+07    9.096288e-01
    1.400000e+07    8.978338e-01
    1.402290e+07    8.936599e-01
    1.411920e+07    8.907708e-01
    1.420000e+07    8.930853e-01
    1.431170e+07    9.104850e-01
    1.440800e+07    9.346025e-01
    1.452140e+07    9.736674e-01
    1.460000e+07    1.005111e+00
    1.475000e+07    1.060568e+00
    1.486160e+07    1.098859e+00
    1.500250e+07    1.140243e+00
    1.509710e+07    1.126131e+00
    1.520180e+07    1.067799e+00
    1.528630e+07    1.013878e+00
    1.530810e+07    1.008344e+00
    1.538090e+07    9.744991e-01
    1.546530e+07    9.669025e-01
    1.550000e+07    9.655202e-01
    1.554980e+07    9.669456e-01
    1.563420e+07    9.666217e-01
    1.571870e+07    9.574912e-01
    1.578620e+07    9.433242e-01
    1.585380e+07    9.222465e-01
    1.592130e+07    8.951885e-01
    1.598890e+07    8.629596e-01
    1.601200e+07    8.588341e-01
    1.603730e+07    8.571952e-01
    1.608800e+07    8.513169e-01
    1.611330e+07    8.529847e-01
    1.620000e+07    8.715778e-01
    1.625000e+07    8.779206e-01
    1.631600e+07    8.840455e-01
    1.638360e+07    8.840003e-01
    1.646380e+07    8.682923e-01
    1.647710e+07    8.637818e-01
    1.654400e+07    8.496885e-01
    1.662430e+07    8.354516e-01
    1.670450e+07    8.365260e-01
    1.676570e+07    8.484006e-01
    1.682690e+07    8.639411e-01
    1.688810e+07    8.831774e-01
    1.700000e+07    9.238307e-01
    1.705280e+07    9.386955e-01
    1.715630e+07    9.567004e-01
    1.725970e+07    9.644997e-01
    1.736320e+07    9.630020e-01
    1.760816e+07    9.459103e-01
    1.761650e+07    9.453286e-01
    1.786504e+07    9.272577e-01
    1.786990e+07    9.269041e-01
    1.796700e+07    9.161965e-01
    1.816120e+07    8.851244e-01
    1.825840e+07    8.795652e-01
    1.836600e+07    8.811860e-01
    1.847370e+07    8.849908e-01
    1.858140e+07    8.938385e-01
    1.868910e+07    9.103089e-01
    1.877770e+07    9.280415e-01
    1.886640e+07    9.437417e-01
    1.895510e+07    9.536318e-01
    1.904380e+07    9.546322e-01
    1.920840e+07    9.415303e-01
    1.937310e+07    9.232462e-01
    1.953780e+07    9.072215e-01
    1.970250e+07    9.006779e-01
    1.991780e+07    8.979005e-01
    2.000000e+07    9.012651e-01
    2.000000e+07    8.942700e-01
    2.028216e+07    8.981625e-01
    2.056831e+07    9.021098e-01
    2.085849e+07    9.061129e-01
    2.115277e+07    9.101724e-01
    2.145119e+07    9.142892e-01
    2.175383e+07    9.184641e-01
    2.200000e+07    9.218600e-01
    2.231038e+07    9.246969e-01
    2.262514e+07    9.275738e-01
    2.294434e+07    9.304913e-01
    2.326804e+07    9.334499e-01
    2.359631e+07    9.364503e-01
    2.392921e+07    9.394930e-01
    2.400000e+07    9.401400e-01
    2.433860e+07    9.418431e-01
    2.468197e+07    9.435703e-01
    2.503019e+07    9.453219e-01
    2.538332e+07    9.470981e-01
    2.574143e+07    9.488994e-01
    2.600000e+07    9.502000e-01
    2.636681e+07    9.507502e-01
    2.673880e+07    9.513082e-01
    2.711604e+07    9.518741e-01
    2.749860e+07    9.524479e-01
    2.788655e+07    9.530298e-01
    2.800000e+07    9.532000e-01
    2.839503e+07    9.525443e-01
    2.879563e+07    9.518792e-01
    2.920189e+07    9.512049e-01
    2.961387e+07    9.505210e-01
    3.000000e+07    9.498800e-01
    3.042325e+07    9.480579e-01
    3.085246e+07    9.462101e-01
    3.128774e+07    9.443363e-01
    3.172915e+07    9.424360e-01
    3.200000e+07    9.412700e-01
    3.245146e+07    9.383220e-01
    3.290929e+07    9.353323e-01
    3.337359e+07    9.323005e-01
    3.384443e+07    9.292259e-01
    3.400000e+07    9.282100e-01
    3.447968e+07    9.241519e-01
    3.496612e+07    9.200366e-01
    3.545943e+07    9.158632e-01
    3.595970e+07    9.116309e-01
    3.600000e+07    9.112900e-01
    3.650790e+07    9.018406e-01
    3.702296e+07    8.922579e-01
    3.754528e+07    8.825400e-01
    3.800000e+07    8.740800e-01
    3.853611e+07    8.701959e-01
    3.907979e+07    8.662569e-01
    3.963113e+07    8.622624e-01
    4.000000e+07    8.595900e-01
    4.056433e+07    8.541668e-01
    4.113662e+07    8.486671e-01
    4.171698e+07    8.430898e-01
    4.200000e+07    8.403700e-01
    4.259254e+07    8.333750e-01
    4.319345e+07    8.262813e-01
    4.380283e+07    8.190876e-01
    4.400000e+07    8.167600e-01
    4.462076e+07    8.083518e-01
    4.525028e+07    7.998250e-01
    4.588868e+07    7.911778e-01
    4.600000e+07    7.896700e-01
    4.664898e+07    7.803182e-01
    4.730711e+07    7.708345e-01
    4.797453e+07    7.612170e-01
    4.800000e+07    7.608500e-01
    4.867719e+07    7.529472e-01
    4.936394e+07    7.449328e-01
    5.000000e+07    7.375100e-01
    5.070541e+07    7.313616e-01
    5.142077e+07    7.251266e-01
    5.214623e+07    7.188035e-01
    5.288192e+07    7.123912e-01
    5.362798e+07    7.058885e-01
    5.438458e+07    6.992940e-01
    5.500000e+07    6.939300e-01
    5.577595e+07    6.839326e-01
    5.656285e+07    6.737943e-01
    5.736085e+07    6.635128e-01
    5.817011e+07    6.530863e-01
    5.899078e+07    6.425127e-01
    5.982304e+07    6.317900e-01
    6.000000e+07    6.295100e-01
    6.084649e+07    6.203747e-01
    6.170493e+07    6.111104e-01
    6.257547e+07    6.017155e-01
    6.345830e+07    5.921880e-01
    6.435358e+07    5.825261e-01
    6.500000e+07    5.755500e-01
    6.591703e+07    5.680267e-01
    6.684700e+07    5.603972e-01
    6.779009e+07    5.526601e-01
    6.874649e+07    5.448138e-01
    6.971638e+07    5.368568e-01
    7.000000e+07    5.345300e-01
    7.098757e+07    5.271025e-01
    7.198908e+07    5.195701e-01
    7.300472e+07    5.119315e-01
    7.403468e+07    5.041852e-01
    7.507918e+07    4.963295e-01
    7.613841e+07    4.883630e-01
    7.721259e+07    4.802841e-01
    7.830192e+07    4.720913e-01
    7.940662e+07    4.637828e-01
    8.000000e+07    4.593200e-01
    8.112866e+07    4.514284e-01
    8.227324e+07    4.434255e-01
    8.343396e+07    4.353097e-01
    8.461107e+07    4.270794e-01
    8.580478e+07    4.187330e-01
    8.701533e+07    4.102688e-01
    8.824296e+07    4.016853e-01
    8.948791e+07    3.929806e-01
    9.000000e+07    3.894000e-01
    9.126974e+07    3.809804e-01
    9.255739e+07    3.724419e-01
    9.386321e+07    3.637831e-01
    9.518745e+07    3.550020e-01
    9.653037e+07    3.460971e-01
    9.789224e+07    3.370665e-01
    9.927333e+07    3.279086e-01
    1.000000e+08    3.230900e-01
    1.014108e+08    3.172139e-01
    1.028415e+08    3.112550e-01
    1.042925e+08    3.052119e-01
    1.057638e+08    2.990836e-01
    1.072560e+08    2.928689e-01
    1.087692e+08    2.865665e-01
    1.100000e+08    2.814400e-01
    1.115519e+08    2.760192e-01
    1.131257e+08    2.705219e-01
    1.147217e+08    2.649471e-01
    1.163402e+08    2.592936e-01
    1.179816e+08    2.535604e-01
    1.196461e+08    2.477463e-01
    1.200000e+08    2.465100e-01
    1.216930e+08    2.412008e-01
    1.234099e+08    2.358167e-01
    1.251509e+08    2.303566e-01
    1.269166e+08    2.248195e-01
    1.287072e+08    2.192043e-01
    1.300000e+08    2.151500e-01
    1.318341e+08    2.092351e-01
    1.336940e+08    2.032368e-01
    1.355802e+08    1.971539e-01
    1.374930e+08    1.909851e-01
    1.394328e+08    1.847293e-01
    1.400000e+08    1.829000e-01
    1.419751e+08    1.820250e-01
    1.439782e+08    1.811377e-01
    1.460094e+08    1.802378e-01
    1.480694e+08    1.793253e-01
    1.500000e+08    1.784700e-01
    1.500000e+08    1.859900e-01
    1.521162e+08    1.827448e-01
    1.542623e+08    1.794537e-01
    1.560000e+08    1.767890e-01
    1.582009e+08    1.738138e-01
    1.604328e+08    1.707966e-01
    1.620000e+08    1.686780e-01
    1.642855e+08    1.659506e-01
    1.666033e+08    1.631847e-01
    1.680000e+08    1.615180e-01
    1.703702e+08    1.590186e-01
    1.727738e+08    1.564840e-01
    1.740000e+08    1.551910e-01
    1.764548e+08    1.529458e-01
    1.789443e+08    1.506688e-01
    1.814689e+08    1.483598e-01
    1.820000e+08    1.478740e-01
    1.845677e+08    1.458763e-01
    1.871716e+08    1.438505e-01
    1.898123e+08    1.417961e-01
    1.900000e+08    1.416500e-01
    1.926806e+08    1.398735e-01
    1.953989e+08    1.380719e-01
    1.980000e+08    1.363480e-01
    2.000000e+08    1.351490e-01
